-43-DB  :Shenzhen ViewAt Technology Co.,Ltd. 
-01-A7  :UNEX TECHNOLOGY CORPORATION
-D0-B5  :IPricot formerly DotCom
-30-E8  :ENSIM CORP.
-30-ED  :Expert Magnetics Corp.
-30-F9  :Sollae Systems Co., Ltd.
-30-98  :Global Converging Technologies
-30-E2  :GARNET SYSTEMS CO., LTD.
-30-02  :Expand Networks
-30-0B  :mPHASE Technologies, Inc.
-30-8F  :MICRILOR, Inc.
-30-F3  :At Work Computers
-D0-F9  :ACUTE COMMUNICATIONS CORP.
-D0-63  :Cisco Systems, Inc
-D0-69  :TECHNOLOGIC SYSTEMS
-D0-70  :LONG WELL ELECTRONICS CORP.
-D0-61  :TREMON ENTERPRISES CO., LTD.
-D0-C4  :TERATECH CORPORATION
-30-BF  :MULTIDATA GMBH
-D0-D7  :B2C2, INC.
-D0-15  :UNIVEX MICROTECHNOLOGY CORP.
-D0-A5  :AMERICAN ARIUM
-D0-E5  :SOLIDUM SYSTEMS CORP.
-D0-B3  :DRS Technologies Canada Ltd
-D0-E9  :Advantage Century Telecommunication Corp.
-D0-94  :Seeion Control LLC
-90-45  :Marconi Communications
-90-F6  :ESCALATE NETWORKS, INC.
-90-EA  :ALPHA TECHNOLOGIES, INC.
-90-FE  :ELECOM CO., LTD.  (LANEED DIV.)
-90-EB  :SENTRY TELECOM SYSTEMS
-90-8E  :Nortel Networks Broadband Access
-90-CA  :ACCORD VIDEO TELECOMMUNICATIONS, LTD.
-90-8B  :Tattile SRL
-90-99  :ALLIED TELESIS, K.K.
-90-0E  :HANDLINK TECHNOLOGIES, INC.
-90-F7  :NBASE COMMUNICATIONS LTD.
-90-24  :PIPELINKS, INC.
-90-52  :SELCOM ELETTRONICA S.R.L.
-90-E5  :TEKNEMA, INC.
-90-85  :GOLDEN ENTERPRISES, INC.
-90-19  :HERMES ELECTRONICS CO., LTD.
-90-DC  :TECO INFORMATION SYSTEMS
-D0-AE  :ORESIS COMMUNICATIONS, INC.
-D0-D4  :V-BITS, INC.
-D0-41  :AMIGO TECHNOLOGY CO., LTD.
-D0-D1  :Sycamore Networks
-D0-A1  :OSKAR VIERLING GMBH + CO. KG
-D0-0B  :RHK TECHNOLOGY, INC.
-D0-2C  :CAMPBELL SCIENTIFIC, INC.
-D0-A0  :MIPS DENMARK
-D0-4E  :LOGIBAG
-D0-D9  :DEDICATED MICROCOMPUTERS
-D0-CD  :ATAN TECHNOLOGY INC.
-D0-1D  :FURUNO ELECTRIC CO., LTD.
-D0-C7  :PATHWAY, INC.
-D0-5C  :KATHREIN TechnoTrend GmbH
-D0-40  :SYSMATE CO., LTD.
-D0-8A  :PHOTRON USA
-D0-76  :Bank of America
-D0-7A  :AMAQUEST COMPUTER CORP.
-D0-BB  :Cisco Systems, Inc
-D0-01  :VST TECHNOLOGIES, INC.
-90-4C  :Epigram, Inc.
-90-00  :DIAMOND MULTIMEDIA
-90-25  :BAE Systems Australia (Electronic Systems) Pty Ltd
-90-F8  :MEDIATRIX TELECOM
-90-84  :ATECH SYSTEM
-90-54  :INNOVATIVE SEMICONDUCTORS, INC
-90-80  :NOT LIMITED, INC.
-90-C0  :K.J. LAW ENGINEERS, INC.
-90-BC  :TELEMANN CO., LTD.
-90-0A  :PROTON ELECTRONIC INDUSTRIAL CO., LTD.
-90-4E  :DELEM BV
-90-4A  :CONCUR SYSTEM TECHNOLOGIES
-90-29  :CRYPTO AG
-90-61  :PACIFIC RESEARCH & ENGINEERING CORPORATION
-90-A9  :WESTERN DIGITAL
-90-72  :SIMRAD AS
-50-48  :INFOLIBRIA
-50-EA  :XEL COMMUNICATIONS, INC.
-50-CE  :LG INTERNATIONAL CORP.
-50-19  :SPRING TIDE NETWORKS, INC.
-50-AC  :MAPLE COMPUTER CORPORATION
-50-44  :ASACA CORPORATION
-50-C6  :LOOP TELECOMMUNICATION INTERNATIONAL, INC.
-50-49  :Arbor Networks Inc
-50-9F  :HORIZON COMPUTER
-50-C8  :Addonics Technologies, Inc.
-50-DC  :TAS TELEFONBAU A. SCHWABE GMBH & CO. KG
-50-69  :PixStream Incorporated
-90-1D  :PEC (NZ) LTD.
-90-2D  :DATA ELECTRONICS (AUST.) PTY, LTD.
-90-07  :DOMEX TECHNOLOGY CORP.
-90-48  :ZEAL CORPORATION
-90-E6  :ALi Corporation
-90-46  :DEXDYNE, LTD.
-90-5E  :RAULAND-BORG CORPORATION
-90-67  :WalkAbout Computers, Inc.
-90-DA  :DYNARC, INC.
-90-26  :ADVANCED SWITCHING COMMUNICATIONS, INC.
-90-BB  :TAINET COMMUNICATION SYSTEM Corp.
-90-33  :INNOVAPHONE AG
-90-10  :SIMULATION LABORATORIES, INC.
-90-3D  :BIOPAC SYSTEMS, INC.
-90-57  :AANetcom, Inc.
-90-1C  :mps Software Gmbh
-90-56  :TELESTREAM, INC.
-90-7D  :Lake Communications
-90-DB  :NEXT LEVEL COMMUNICATIONS
-50-42  :SCI MANUFACTURING SINGAPORE PTE, LTD.
-50-C0  :GATAN, INC.
-50-D3  :DIGITAL AUDIO PROCESSING PTY. LTD.
-50-9A  :TAG ELECTRONIC SYSTEMS
-50-7D  :IFP
-50-D0  :MINERVA SYSTEMS
-50-98  :GLOBALOOP, LTD.
-50-FA  :OXTEL, LTD.
-50-86  :TELKOM SA, LTD.
-50-E1  :NS TECH ELECTRONICS SDN BHD
-50-13  :Chaparral Network Storage
-50-22  :ZONET TECHNOLOGY, INC.
-50-40  :Panasonic Electric Works Co., Ltd.
-50-D6  :ATLAS COPCO TOOLS AB
-50-82  :FORESSON CORPORATION
-50-CA  :NET TO NET TECHNOLOGIES
-50-A6  :OPTRONICS
-50-DB  :CONTEMPORARY CONTROL
-50-6B  :SPX-ATEG
-50-74  :ADVANCED HI-TECH CORP.
-50-47  :Private
-50-67  :AEROCOMM, INC.
-50-24  :NAVIC SYSTEMS, INC.
-50-41  :Coretronic Corporation
-50-D2  :CMC Electronics Inc
-90-DE  :CARDKEY SYSTEMS, INC.
-90-60  :SYSTEM CREATE CORP.
-90-F1  :DOT HILL SYSTEMS CORPORATION
-90-E2  :DISTRIBUTED PROCESSING TECHNOLOGY
-90-6B  :APPLIED RESOURCES, INC.
-90-20  :PHILIPS ANALYTICAL X-RAY B.V.
-90-65  :FINISAR CORPORATION
-10-53  :COMPUTER TECHNOLOGY CORP.
-10-A3  :OMNITRONIX, INC.
-10-2B  :UMAX DATA SYSTEMS, INC.
-10-55  :FUJITSU MICROELECTRONICS, INC.
-10-3C  :IC ENSEMBLE, INC.
-10-D9  :IBM JAPAN, FUJISAWA MT+D
-10-A5  :OXFORD INSTRUMENTS
-10-46  :ALCORN MCBRIDE INC.
-E0-DC  :NEXWARE CORP.
-E0-D9  :TAZMO CO., LTD.
-E0-C2  :NECSY S.p.A.
-E0-9B  :ENGAGE NETWORKS, INC.
-E0-45  :TOUCHWAVE, INC.
-E0-55  :INGENIERIA ELECTRONICA COMERCIAL INELCOM S.A.
-E0-37  :CENTURY CORPORATION
-E0-81  :TYAN COMPUTER CORP.
-E0-D4  :EXCELLENT COMPUTER
-E0-1A  :COMTEC SYSTEMS. CO., LTD.
-E0-BC  :SYMON COMMUNICATIONS, INC.
-E0-84  :COMPULITE R&D
-E0-F6  :DECISION EUROPE
-E0-27  :DUX, INC.
-E0-7F  :LOGISTISTEM s.r.l.
-E0-43  :VitalCom
-E0-BF  :TORRENT NETWORKING TECHNOLOGIES CORP.
-E0-9D  :SARNOFF CORPORATION
-E0-BB  :NBX CORPORATION
-E0-8A  :GEC AVERY, LTD.
-E0-4B  :JUMP INDUSTRIELLE COMPUTERTECHNIK GmbH
-10-15  :OOmon Inc.
-10-88  :AMERICAN NETWORKS INC.
-10-08  :VIENNA SYSTEMS CORPORATION
-10-CC  :CLP COMPUTER LOGISTIK PLANUNG GmbH
-10-94  :Performance Analysis Broadband, Spirent plc
-10-BB  :DATA & INFORMATION TECHNOLOGY
-10-28  :COMPUTER TECHNICA, INC.
-10-8A  :TeraLogic, Inc.
-10-C5  :PROTOCOL TECHNOLOGIES, INC.
-10-6D  :Axxcelera Broadband Wireless
-10-FC  :BROADBAND NETWORKS, INC.
-10-78  :NUERA COMMUNICATIONS, INC.
-10-48  :HTRC AUTOMATION, INC.
-10-81  :DPS, INC.
-10-2D  :HITACHI SOFTWARE ENGINEERING
-10-9F  :PAVO, INC.
-10-A1  :KENDIN SEMICONDUCTOR, INC.
-10-84  :K-BOT COMMUNICATIONS
-10-AF  :TAC SYSTEMS, INC.
-10-0F  :INDUSTRIAL CPU SYSTEMS
-10-A2  :TNS
-10-00  :CABLE TELEVISION LABORATORIES, INC.
-10-3B  :HIPPI NETWORKING FORUM
-60-C2  :MPL AG
-60-A2  :NIHON UNISYS LIMITED CO.
-60-46  :VMETRO, INC.
-60-9D  :PMI FOOD EQUIPMENT GROUP
-60-BF  :MACRAIGOR SYSTEMS, INC.
-60-4A  :SAIC IDEAS GROUP
-60-81  :TV/COM INTERNATIONAL
-60-B4  :GLENAYRE R&D INC.
-60-45  :PATHLIGHT TECHNOLOGIES
-A0-05  :DANIEL INSTRUMENTS, LTD.
-A0-53  :COMPACT DEVICES, INC.
-A0-33  :imc MeBsysteme GmbH
-A0-59  :HAMILTON HALLMARK
-A0-AD  :MARCONI SPA
-A0-F6  :AutoGas Systems Inc.
-A0-96  :MITSUMI ELECTRIC CO., LTD.
-A0-06  :IMAGE DATA PROCESSING SYSTEM GROUP
-60-F3  :Performance Analysis Broadband, Spirent plc
-60-0B  :LOGWARE GmbH
-60-3F  :PATAPSCO DESIGNS
-60-7C  :WaveAccess, Ltd.
-60-8D  :UNIPULSE CORP.
-60-49  :VINA TECHNOLOGIES
-60-A1  :VPNet, Inc.
-60-C9  :ControlNet, Inc.
-60-5F  :NIPPON UNISOFT CORPORATION
-60-21  :DSC CORPORATION
-60-1D  :LUCENT TECHNOLOGIES
-08-00  :MULTITECH SYSTEMS, INC.
-60-C7  :AMATI COMMUNICATIONS CORP.
-E0-CA  :BEST DATA PRODUCTS
-E0-97  :CARRIER ACCESS CORPORATION
-E0-9F  :PIXEL VISION
-E0-F5  :TELES AG
-E0-70  :DH TECHNOLOGY
-E0-B5  :ARDENT COMMUNICATIONS CORP.
-E0-73  :NATIONAL AMUSEMENT NETWORK, INC.
-E0-E8  :GRETACODER Data Systems AG
-E0-16  :RAPID CITY COMMUNICATIONS
-E0-01  :STRAND LIGHTING LIMITED
-E0-82  :ANERMA
-E0-EA  :INNOVAT COMMUNICATIONS, INC.
-E0-6A  :KAPSCH AG
-E0-23  :TELRAD
-E0-C3  :SAKAI SYSTEM DEVELOPMENT CORP.
-60-1A  :KEITHLEY INSTRUMENTS
-60-AF  :PACIFIC MICRO DATA, INC.
-60-1F  :STALLION TECHNOLOGIES
-60-8F  :TEKRAM TECHNOLOGY CO., LTD.
-60-C5  :ANCOT CORP.
-60-23  :PERICOM SEMICONDUCTOR CORP.
-60-63  :PSION DACOM PLC.
-60-4F  :Tattile SRL 
-60-E8  :HITACHI COMPUTER PRODUCTS (AMERICA), INC.
-60-72  :VXL INSTRUMENTS, LIMITED
-60-54  :CONTROLWARE GMBH
-A0-DC  :O.N. ELECTRONIC CO., LTD.
-A0-13  :TELTREND LTD.
-A0-DF  :STS TECHNOLOGIES, INC.
-A0-61  :PURITAN BENNETT
-A0-CE  :Ecessa
-A0-2A  :TRANCELL SYSTEMS
-A0-2C  :interWAVE Communications
-A0-77  :FUJITSU NEXION, INC.
-A0-20  :CITICORP/TTI
-A0-0D  :THE PANDA PROJECT
-A0-31  :HAZELTINE CORPORATION, MS 1-17
-A0-41  :INFICON
-60-FA  :EDUCATIONAL TECHNOLOGY RESOURCES, INC.
-02-88  :GLOBAL VILLAGE COMMUNICATION
-60-F9  :DIAMOND LANE COMMUNICATIONS
-60-EA  :StreamLogic
-60-EC  :HERMARY OPTO ELECTRONICS INC.
-60-4E  :CYCLE COMPUTER CORPORATION, INC.
-60-2C  :LINX Data Terminals, Inc.
-60-28  :MACROVISION CORPORATION
-60-6A  :MITSUBISHI WIRELESS COMMUNICATIONS. INC.
-E0-21  :FREEGATE CORP.
-E0-AB  :DIMAT S.A.
-E0-B6  :Entrada Networks
-E0-EC  :CELESTICA INC.
-E0-38  :PROXIMA CORPORATION
-E0-90  :BECKMAN LAB. AUTOMATION DIV.
-E0-2E  :SPC ELECTRONICS CORPORATION
-E0-F4  :INSIDE Technology A/S
-E0-3C  :AdvanSys
-E0-96  :SHIMADZU CORPORATION
-E0-F1  :THAT CORPORATION
-A0-D0  :TEN X TECHNOLOGY, INC.
-A0-E0  :TENNYSON TECHNOLOGIES PTY LTD
-A0-99  :K-NET LTD.
-A0-3D  :OPTO-22
-A0-8C  :MultiMedia LANs, Inc.
-00-E8  :NATIONAL SEMICONDUCTOR
-60-76  :SCHLUMBERGER TECHNOLOGIES RETAIL PETROLEUM SYSTEMS
-60-AE  :TRIO INFORMATION SYSTEMS AB
-60-6C  :ARESCOM
-60-32  :I-CUBE, INC.
-60-60  :Data Innovations North America
-A0-EB  :Encore Networks, Inc.
-A0-C1  :ORTIVUS MEDICAL AB
-A0-7D  :SEEQ TECHNOLOGY, INC.
-A0-CF  :SOTAS, INC.
-A0-3A  :KUBOTEK CORPORATION
-A0-D7  :KASTEN CHASE APPLIED RESEARCH
-A0-9D  :JOHNATHON FREEMAN TECHNOLOGIES
-A0-36  :APPLIED NETWORK TECHNOLOGY
-A0-D2  :ALLIED TELESIS INTERNATIONAL CORPORATION
-A0-75  :MICRON TECHNOLOGY, INC.
-A0-09  :WHITETREE NETWORK
-A0-60  :ACER PERIPHERALS, INC.
-A0-0C  :KINGMAX TECHNOLOGY, INC.
-20-FD  :ITV TECHNOLOGIES, INC.
-20-0D  :CARL ZEISS
-20-91  :J125, NATIONAL SECURITY AGENCY
-20-54  :Sycamore Networks
-20-A7  :PAIRGAIN TECHNOLOGIES, INC.
-20-DA  :Alcatel North America ESD
-20-05  :SIMPLE TECHNOLOGY
-20-2B  :ADVANCED TELECOMMUNICATIONS MODULES, LTD.
-20-86  :MICROTECH ELECTRONICS LIMITED
-20-52  :RAGULA SYSTEMS
-20-90  :ADVANCED COMPRESSION TECHNOLOGY, INC.
-20-A3  :Harmonic, Inc
-20-6A  :OSAKA COMPUTER CORP.
-20-DB  :XNET TECHNOLOGY, INC.
-20-A4  :MULTIPOINT NETWORKS
-20-1C  :EXCEL, INC.
-20-9B  :ERSAT ELECTRONIC GMBH
-20-C9  :VICTRON BV
-20-D1  :MICROCOMPUTER SYSTEMS (M) SDN.
-20-84  :OCE PRINTING SYSTEMS, GMBH
-20-C2  :TEXAS MEMORY SYSTEMS, INC.
-20-C8  :LARSCOM INCORPORATED
-20-EC  :TECHWARE SYSTEMS CORP.
-20-83  :PRESTICOM INCORPORATED
-20-6D  :DATA RACE, INC.
-20-3A  :DIGITAL BI0METRICS INC.
-A0-6C  :SHINDENGEN ELECTRIC MFG. CO., LTD.
-A0-EE  :NASHOBA NETWORKS
-A0-FB  :TORAY ENGINEERING CO., LTD.
-A0-E3  :XKL SYSTEMS CORP.
-A0-1E  :EST CORPORATION
-A0-80  :Tattile SRL 
-A0-C2  :R.A. SYSTEMS CO., LTD.
-A0-CB  :ARK TELECOMMUNICATIONS, INC.
-A0-74  :PERCEPTION TECHNOLOGY
-A0-6A  :Verilink Corporation
-A0-70  :COASTCOM
-A0-79  :ALPS ELECTRIC (USA), INC.
-20-59  :MIRO COMPUTER PRODUCTS AG
-20-BC  :Long Reach Networks Pty Ltd
-20-AD  :LINQ SYSTEMS
-20-46  :CIPRICO, INC.
-20-71  :IBR GMBH
-20-A2  :GALCOM NETWORKING LTD.
-20-98  :HECTRONIC AB
-20-65  :SUPERNET NETWORKING INC.
-20-94  :CUBIX CORPORATION
-20-C3  :COUNTER SOLUTIONS LTD.
-20-A5  :API ENGINEERING
-20-70  :HYNET, LTD.
-20-1E  :NETQUEST CORPORATION
-20-97  :APPLIED SIGNAL TECHNOLOGY
-20-E8  :DATATREK CORPORATION
-20-4F  :DEUTSCHE AEROSPACE AG
-20-2E  :DAYSTAR DIGITAL
-20-B0  :GATEWAY DEVICES, INC.
-20-A9  :WHITE HORSE INDUSTRIAL
-20-61  :GarrettCom, Inc.
-20-C6  :NECTEC
-20-D2  :RAD DATA COMMUNICATIONS, LTD.
-A0-F8  :Zebra Technologies Inc
-A0-25  :REDCOM LABS INC.
-A0-D4  :RADIOLAN,  INC.
-A0-8A  :BROOKTROUT TECHNOLOGY, INC.
-20-93  :LANDINGS TECHNOLOGY CORP.
-20-56  :NEOPRODUCTS
-20-A6  :Proxim Wireless
-C0-73  :XEDIA CORPORATION
-C0-D4  :AXON NETWORKS, INC.
-C0-E5  :GESPAC, S.A.
-A0-CA  :FUJITSU DENSO LTD.
-A0-29  :COULTER CORPORATION
-C0-88  :EKF ELEKTRONIK GMBH
-C0-56  :SOMELEC
-C0-63  :MORNING STAR TECHNOLOGIES, INC
-C0-21  :NETEXPRESS
-C0-49  :U.S. ROBOTICS, INC.
-C0-32  :I-CUBED LIMITED
-C0-51  :ADVANCED INTEGRATION RESEARCH
-C0-85  :ELECTRONICS FOR IMAGING, INC.
-C0-FE  :APTEC COMPUTER SYSTEMS, INC.
-C0-E8  :PLEXCOM, INC.
-C0-B2  :NORAND CORPORATION
-C0-B1  :GENIUS NET CO.
-C0-D9  :QUINTE NETWORK CONFIDENTIALITY
-C0-38  :RASTER IMAGE PROCESSING SYSTEM
-C0-98  :CHUNTEX ELECTRONIC CO., LTD.
-C0-DD  :QLogic Corporation
-C0-8A  :Lauterbach GmbH
-40-FF  :TELEBIT CORPORATION
-40-D7  :STUDIO GEN INC.
-40-07  :TELMAT INFORMATIQUE
-40-8D  :THE GOODYEAR TIRE & RUBBER CO.
-40-2C  :ISIS DISTRIBUTED SYSTEMS, INC.
-C0-3D  :WIESEMANN & THEIS GMBH
-C0-26  :LANS TECHNOLOGY CO., LTD.
-40-E2  :MESA RIDGE TECHNOLOGIES, INC.
-40-78  :WEARNES AUTOMATION PTE LTD
-40-62  :E-SYSTEMS, INC./GARLAND DIV.
-40-D2  :PAGINE CORPORATION
-40-D0  :MITAC INTERNATIONAL CORP.
-40-E4  :E-M TECHNOLOGY, INC.
-40-BF  :CHANNEL SYSTEMS INTERN'L INC.
-40-94  :SHOGRAPHICS, INC.
-40-7F  :FLIR Systems
-40-A9  :DATACOM INC.
-C0-7D  :RISC DEVELOPMENTS LTD.
-C0-1E  :LA FRANCAISE DES JEUX
-C0-84  :DATA LINK CORP. LTD.
-C0-87  :UUNET TECHNOLOGIES, INC.
-C0-33  :TELEBIT COMMUNICATIONS APS
-C0-81  :METRODATA LTD.
-C0-06  :NIPPON AVIONICS CO., LTD.
-C0-13  :NETRIX
-C0-58  :DATAEXPERT CORP.
-40-E8  :CHARLES RIVER DATA SYSTEMS,INC
-40-30  :GK COMPUTER
-80-DC  :PICKER INTERNATIONAL
-C0-A8  :GVC CORPORATION
-C0-10  :HIRAKAWA HEWTECH CORP.
-C0-20  :ARCO ELECTRONIC, CONTROL LTD.
-40-A6  :Cray, Inc.
-40-98  :DRESSLER GMBH & CO.
-C0-B9  :FUNK SOFTWARE, INC.
-C0-65  :SCOPE COMMUNICATIONS, INC.
-C0-18  :LANART CORPORATION
-C0-FF  :DOT HILL SYSTEMS CORPORATION
-40-0D  :LANNET DATA COMMUNICATIONS,LTD
-40-F5  :OEM ENGINES
-40-19  :AEON SYSTEMS, INC.
-40-A1  :ERGO COMPUTING
-40-7E  :EVERGREEN SYSTEMS, INC.
-40-F6  :KATRON COMPUTERS INC.
-40-76  :Sun Conversion Technologies
-40-F4  :CAMEO COMMUNICATIONS, INC.
-C0-6D  :BOCA RESEARCH, INC.
-C0-DB  :IPC CORPORATION (PTE) LTD.
-C0-DA  :NICE SYSTEMS LTD.
-C0-9B  :RELIANCE COMM/TEC, R-TEC
-C0-B8  :FRASER'S HILL LTD.
-C0-16  :ELECTRONIC THEATRE CONTROLS
-C0-96  :TAMURA CORPORATION
-C0-35  :QUINTAR COMPANY
-C0-CC  :TELESCIENCES CO SYSTEMS, INC.
-C0-78  :COMPUTER SYSTEMS ENGINEERING
-40-F3  :NETCOR
-40-33  :ADDTRON TECHNOLOGY CO., LTD.
-40-A3  :MICROUNITY SYSTEMS ENGINEERING
-40-ED  :NETWORK CONTROLS INT'NATL INC.
-40-AD  :SMA REGELSYSTEME GMBH
-80-D2  :SHINNIHONDENKO CO., LTD.
-80-DF  :ADC CODENOLL TECHNOLOGY CORP.
-80-71  :SAI TECHNOLOGY
-80-3D  :SURIGIKEN CO.,  LTD.
-80-4B  :EAGLE TECHNOLOGIES PTY.LTD.
-80-07  :DLOG NC-SYSTEME
-80-01  :PERIPHONICS CORPORATION
-80-62  :INTERFACE  CO.
-80-F3  :SUN ELECTRONICS CORP.
-80-8D  :WESTCOAST TECHNOLOGY B.V.
-80-B2  :NETWORK EQUIPMENT TECHNOLOGIES
-80-5B  :CONDOR SYSTEMS, INC.
-80-1C  :NEWPORT SYSTEMS SOLUTIONS
-80-C6  :NATIONAL DATACOMM CORPORATION
-80-FA  :RWT GMBH
-80-84  :THE CLOUD INC.
-80-46  :Tattile SRL 
-80-A6  :REPUBLIC TECHNOLOGY, INC.
-80-09  :JUPITER SYSTEMS, INC.
-80-B5  :UNITED NETWORKS INC.
-80-35  :TECHNOLOGY WORKS, INC.
-80-88  :VICTOR COMPANY OF JAPAN, LTD.
-80-9E  :DATUS GMBH
-80-55  :FERMILAB
-80-2A  :TEST SYSTEMS & SIMULATIONS INC
-40-E3  :QUIN SYSTEMS LTD
-40-91  :PROCOMP INDUSTRIA ELETRONICA
-40-14  :COMSOFT GMBH
-40-0F  :DATACOM TECHNOLOGIES
-40-85  :SAAB INSTRUMENTS AB
-40-06  :SAMPO TECHNOLOGY CORPORATION
-40-2D  :HARRIS ADACOM CORPORATION
-40-47  :WIND RIVER SYSTEMS
-40-FA  :MICROBOARDS, INC.
-00-2E  :SOCIETE EVIRA
-00-ED  :APRIL
-00-3C  :AUSPEX SYSTEMS INC.
-00-51  :HOB ELECTRONIC GMBH & CO. KG
-00-A7  :NETWORK COMPUTING DEVICES INC.
-00-F7  :YOUTH KEEP ENTERPRISE CO LTD
-00-FC  :MEIKO
-00-B5  :DATABILITY SOFTWARE SYS. INC.
-00-26  :SHA-KEN CO., LTD.
-00-22  :VISUAL TECHNOLOGY INC.
-00-6D  :CRAY COMMUNICATIONS, LTD.
-00-FA  :MICROSAGE COMPUTER SYSTEMS INC
-00-2B  :CRISP AUTOMATION, INC
-00-19  :APPLIED DYNAMICS INTERNATIONAL
-80-D3  :SHIVA CORP.
-80-A5  :SPEED INTERNATIONAL
-80-A9  :CLEARPOINT RESEARCH
-80-69  :COMPUTONE SYSTEMS
-80-91  :TOKYO ELECTRIC CO.,LTD
-80-F4  :TELEMECANIQUE ELECTRIQUE
-80-0C  :VIDECOM LIMITED
-80-E8  :CUMULUS CORPORATIION
-00-CD  :Allied Telesis Labs Ltd
-00-A5  :Tattile SRL 
-80-1E  :XINETRON, INC.
-80-4A  :PRO-LOG
-80-59  :STANLEY ELECTRIC CO., LTD
-80-6B  :SCHMID TELECOMMUNICATION
-80-2C  :THE SAGE GROUP PLC
-80-18  :KOBE STEEL, LTD.
-80-EE  :THOMSON CSF
-80-13  :THOMAS-CONRAD CORPORATION
-80-8E  :RADSTONE TECHNOLOGY
-00-36  :ATARI CORPORATION
-80-BD  :THE FURUKAWA ELECTRIC CO., LTD
-80-A8  :VITACOM CORPORATION
-80-42  :Artesyn Embedded Technologies
-80-67  :SQUARE D COMPANY
-80-45  :MATSUSHITA ELECTRIC IND. CO
-80-4C  :CONTEC CO., LTD.
-80-20  :NETWORK PRODUCTS
-40-44  :QNIX COMPUTER CO., LTD.
-40-DD  :HONG TECHNOLOGIES
-40-3A  :IMPACT TECHNOLOGIES
-40-C9  :NCUBE
-40-75  :Tattile SRL 
-80-F1  :OPUS SYSTEMS
-00-8F  :CHIPCOM CORPORATION
-00-81  :ASTECH INC.
-00-7A  :INDATA
-00-78  :ACCELL CORPORATION
-00-6E  :MASSCOMP
-00-6D  :WHITECHAPEL COMPUTER WORKS
-00-6C  :SUNTEK TECHNOLOGY INT'L
-00-67  :ComDesign
-00-63  :PLESSEY
-00-60  :INDUSTRIAL NETWORKING INC.
-00-81  :Bay Networks
-00-A1  :MARQUETTE ELECTRIC CO.
-00-F5  :DIAMOND SALES LIMITED
-00-E5  :SIGMEX LTD.
-00-BA  :SIIG, INC.
-00-2F  :TIMEPLEX INC.
-00-B8  :SEIKOSHA CO., LTD.
-00-7F  :LINOTYPE-HELL AG
-00-B7  :DOVE COMPUTER CORPORATION
-00-9A  :RC COMPUTER A/S
-00-DE  :CETIA
-00-4B  :ICL DATA OY
-00-13  :CAMEX
-00-95  :SONY TEKTRONIX CORP.
-00-37  :FUJI-XEROX CO. LTD.
-00-31  :LITTLE MACHINES INC.
-00-2B  :DIGITAL EQUIPMENT CORPORATION
-00-2A  :MOSAIC TECHNOLOGIES INC.
-00-29  :Megatek Corporation
-00-26  :NORSK DATA A.S.
-00-1F  :SHARP CORPORATION
-00-AE  :DASSAULT ELECTRONIQUE
-00-DD  :TCL INCORPORATED
-00-D9  :NIPPON TELEGRAPH & TELEPHONE
-00-46  :OLIVETTI NORTH AMERICA
-00-17  :Oracle
-00-9F  :AMERISTAR TECHNOLOGIES INC.
-00-E3  :INTEGRATED MICRO PRODUCTS LTD
-00-73  :SIECOR CORPORATION
-00-D3  :WANG LABORATORIES INC.
-00-B3  :CIMLINC INCORPORATED
-00-9D  :LOCUS COMPUTING CORPORATION
-00-60  :KONTRON ELEKTRONIK GMBH
-00-11  :NORMEREL SYSTEMES
-00-6F  :PHILIPS APELDOORN B.V.
-00-B0  :RND-RAD NETWORK DEVICES
-00-71  :ADRA SYSTEMS INC.
-00-6C  :Private
-00-00  :DIGITAL EQUIPMENT CORPORATION
-70-B0  :M/A-COM INC. COMPANIES
-00-0B  :MATRIX CORPORATION
-00-42  :JAPAN MACNICS CORP.
-60-86  :LOGIC REPLACEMENT TECH. LTD.
-DD-05  :UNGERMANN-BASS INC.
-BB-F0  :UNGERMANN-BASS INC.
-80-E9  :Madge Ltd.
-00-55  :STANFORD TELECOMM. INC.
-00-48  :EUROTHERM GAUGING SYSTEMS
-00-49  :UNIVATION
-DD-02  :UNGERMANN-BASS INC.
-00-03  :XEROX CORPORATION
-00-08  :XEROX CORPORATION
-00-30  :CERN
-DD-01  :UNGERMANN-BASS INC.
-01-7D  :Harbin Arteor technology co., LTD
-1C-DF  :Belkin International Inc.
-44-52  :Belkin International Inc.
-86-3B  :Belkin International Inc.
-15-56  :Sagemcom Broadband SAS
-25-69  :Sagemcom Broadband SAS
-1B-BF  :Sagemcom Broadband SAS
-17-EB  :Sagemcom Broadband SAS
-03-4C  :Sagemcom Broadband SAS
-AE-1D  :COMPAL INFORMATION (KUNSHAN) CO., LTD.
-35-3B  :Compal Broadband Networks, Inc.
-F2-30  :GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
-44-19  :TP-LINK TECHNOLOGIES CO.,LTD.
-9D-DC  :2Wire Inc
-2B-CB  :Dell Inc.
-CA-3A  :Dell Inc.
-1F-AF  :Dell Inc.
-1F-66  :Dell Inc.
-18-3F  :2Wire Inc
-19-E4  :2Wire Inc
-1A-C4  :2Wire Inc
-1D-5A  :2Wire Inc
-EF-44  :2Wire Inc
-2C-BE  :2Wire Inc
-14-22  :Dell Inc.
-1C-23  :Dell Inc.
-21-9B  :Dell Inc.
-08-74  :Dell Inc.
-25-64  :Dell Inc.
-2B-2B  :Dell Inc.
-DB-55  :Dell Inc.
